product_id,merchant_id,category,price
P01521,M0250,Home & Living,30.79
P01522,M0400,Apparel,48.32
P01523,M0189,Electronics,8.11
P01524,M0246,Home & Living,9.53
P01525,M0177,Toys & Kids,5.09
P01526,M0356,Pet Supplies,53.5
P01527,M0333,Electronics,30.73
P01528,M0364,Pet Supplies,38.66
P01529,M0202,Pet Supplies,6.78
P01530,M0317,Toys & Kids,122.3
P01531,M0144,Beauty,14.18
P01532,M0185,Beauty,28.54
P01533,M0305,Sports & Outdoor,52.93
P01534,M0033,Home & Living,10.09
P01535,M0285,Beauty,15.0
P01536,M0007,Grocery,1153.2
P01537,M0233,Home & Living,321.09
P01538,M0191,Toys & Kids,32.17
P01539,M0188,Beauty,104.14
P01540,M0198,Home & Living,72.61
P01541,M0197,Apparel,34.17
P01542,M0163,Beauty,10.07
P01543,M0181,Pet Supplies,63.67
P01544,M0228,Sports & Outdoor,6.37
P01545,M0306,Electronics,103.63
P01546,M0221,Electronics,29.37
P01547,M0258,Home & Living,2.26
P01548,M0335,Beauty,18.06
P01549,M0396,Grocery,44.19
P01550,M0044,Apparel,19.82
P01551,M0286,Pet Supplies,46.69
P01552,M0091,Beauty,11.42
P01553,M0079,Sports & Outdoor,7.57
P01554,M0318,Toys & Kids,23.0
P01555,M0028,Grocery,25.24
P01556,M0340,Pet Supplies,17.93
P01557,M0309,Apparel,74.04
P01558,M0398,Electronics,11.41
P01559,M0268,Apparel,32.52
P01560,M0350,Electronics,26.08
P01561,M0048,Pet Supplies,6.04
P01562,M0356,Pet Supplies,7.48
P01563,M0065,Beauty,24.8
P01564,M0126,Sports & Outdoor,145.92
P01565,M0052,Electronics,41.32
P01566,M0161,Pet Supplies,5.19
P01567,M0300,Home & Living,1.5
P01568,M0108,Toys & Kids,47.45
P01569,M0329,Electronics,22.5
P01570,M0243,Home & Living,68.52
P01571,M0252,Beauty,11.1
P01572,M0376,Home & Living,33.62
P01573,M0173,Grocery,52.54
P01574,M0138,Home & Living,16.4
P01575,M0398,Electronics,16.72
P01576,M0223,Toys & Kids,25.1
P01577,M0246,Home & Living,39.98
P01578,M0119,Electronics,24.22
P01579,M0087,Home & Living,58.94
P01580,M0068,Apparel,16.19
P01581,M0090,Grocery,7.42
P01582,M0079,Sports & Outdoor,145.37
P01583,M0299,Apparel,14.24
P01584,M0024,Pet Supplies,14.71
P01585,M0252,Beauty,23.12
P01586,M0380,Apparel,26.06
P01587,M0307,Apparel,17.32
P01588,M0162,Toys & Kids,24.15
P01589,M0024,Pet Supplies,23.67
P01590,M0334,Grocery,28.71
P01591,M0002,Grocery,2.94
P01592,M0273,Electronics,133.32
P01593,M0269,Sports & Outdoor,21.49
P01594,M0077,Apparel,41.37
P01595,M0296,Sports & Outdoor,7.1
P01596,M0071,Grocery,16.06
P01597,M0091,Beauty,13.4
P01598,M0325,Pet Supplies,92.09
P01599,M0392,Electronics,14.48
P01600,M0106,Grocery,48.53
P01601,M0369,Home & Living,13.66
P01602,M0366,Sports & Outdoor,16.32
P01603,M0308,Sports & Outdoor,19.67
P01604,M0057,Sports & Outdoor,77.9
P01605,M0120,Home & Living,4.48
P01606,M0272,Home & Living,7.51
P01607,M0400,Apparel,4.25
P01608,M0326,Electronics,9.22
P01609,M0169,Apparel,11.82
P01610,M0095,Pet Supplies,5.74
P01611,M0385,Home & Living,12.67
P01612,M0111,Apparel,4.0
P01613,M0137,Sports & Outdoor,9.81
P01614,M0386,Home & Living,72.27
P01615,M0225,Toys & Kids,35.28
P01616,M0106,Grocery,29.04
P01617,M0003,Toys & Kids,9.95
P01618,M0172,Home & Living,6.16
P01619,M0395,Toys & Kids,8.8
P01620,M0174,Toys & Kids,23.6
P01621,M0280,Home & Living,53.59
P01622,M0102,Electronics,55.26
P01623,M0311,Toys & Kids,43.27
P01624,M0311,Toys & Kids,12.63
P01625,M0244,Toys & Kids,25.08
P01626,M0309,Apparel,18.37
P01627,M0232,Grocery,20.47
P01628,M0152,Apparel,153.46
P01629,M0296,Sports & Outdoor,5.02
P01630,M0335,Beauty,19.86
P01631,M0337,Pet Supplies,73.01
P01632,M0086,Toys & Kids,6.56
P01633,M0271,Apparel,13.74
P01634,M0002,Grocery,15.24
P01635,M0229,Sports & Outdoor,20.07
P01636,M0229,Sports & Outdoor,5.83
P01637,M0146,Grocery,41.92
P01638,M0398,Electronics,44.69
P01639,M0354,Beauty,38.77
P01640,M0016,Grocery,11.21
P01641,M0084,Grocery,26.52
P01642,M0084,Grocery,10.92
P01643,M0360,Toys & Kids,18.19
P01644,M0208,Pet Supplies,170.4
P01645,M0292,Apparel,26.74
P01646,M0324,Pet Supplies,8.43
P01647,M0308,Sports & Outdoor,28.86
P01648,M0036,Home & Living,7.27
P01649,M0057,Sports & Outdoor,8.34
P01650,M0159,Sports & Outdoor,9.61
P01651,M0136,Apparel,16.45
P01652,M0299,Apparel,57.01
P01653,M0063,Apparel,41.29
P01654,M0149,Grocery,39.28
P01655,M0095,Pet Supplies,9.12
P01656,M0076,Beauty,15.07
P01657,M0070,Beauty,31.34
P01658,M0079,Sports & Outdoor,13.94
P01659,M0226,Apparel,19.1
P01660,M0165,Beauty,36.5
P01661,M0175,Toys & Kids,17.92
P01662,M0192,Toys & Kids,30.07
P01663,M0297,Grocery,102.87
P01664,M0345,Pet Supplies,21.02
P01665,M0211,Apparel,70.91
P01666,M0257,Toys & Kids,40.59
P01667,M0296,Sports & Outdoor,6.55
P01668,M0277,Beauty,9.1
P01669,M0054,Beauty,11.59
P01670,M0394,Sports & Outdoor,11.37
P01671,M0066,Apparel,22.62
P01672,M0165,Beauty,42.66
P01673,M0262,Electronics,75.92
P01674,M0162,Toys & Kids,32.37
P01675,M0098,Toys & Kids,16.43
P01676,M0370,Grocery,3.77
P01677,M0029,Sports & Outdoor,26.14
P01678,M0099,Toys & Kids,25.11
P01679,M0398,Electronics,28.92
P01680,M0292,Apparel,163.3
P01681,M0035,Pet Supplies,74.93
P01682,M0302,Grocery,49.73
P01683,M0388,Grocery,10.32
P01684,M0040,Toys & Kids,15.46
P01685,M0166,Grocery,22.53
P01686,M0188,Beauty,12.21
P01687,M0053,Apparel,38.49
P01688,M0081,Pet Supplies,33.83
P01689,M0070,Beauty,9.21
P01690,M0075,Toys & Kids,72.03
P01691,M0162,Toys & Kids,26.9
P01692,M0186,Beauty,5.17
P01693,M0096,Apparel,23.42
P01694,M0116,Sports & Outdoor,31.6
P01695,M0077,Apparel,58.88
P01696,M0319,Pet Supplies,18.11
P01697,M0085,Toys & Kids,51.68
P01698,M0364,Pet Supplies,29.03
P01699,M0216,Apparel,7.51
P01700,M0322,Home & Living,6.86
P01701,M0255,Toys & Kids,67.38
P01702,M0107,Grocery,71.98
P01703,M0241,Electronics,32.81
P01704,M0110,Toys & Kids,94.27
P01705,M0048,Pet Supplies,63.49
P01706,M0102,Electronics,45.39
P01707,M0111,Apparel,10.8
P01708,M0055,Beauty,116.55
P01709,M0010,Home & Living,39.75
P01710,M0378,Toys & Kids,17.34
P01711,M0206,Apparel,13.44
P01712,M0161,Pet Supplies,30.91
P01713,M0372,Toys & Kids,5.45
P01714,M0090,Grocery,46.05
P01715,M0162,Toys & Kids,10.4
P01716,M0339,Electronics,34.25
P01717,M0253,Electronics,15.34
P01718,M0160,Grocery,19.34
P01719,M0103,Grocery,12.41
P01720,M0015,Toys & Kids,21.22
P01721,M0035,Pet Supplies,134.35
P01722,M0065,Beauty,85.33
P01723,M0315,Electronics,33.75
P01724,M0256,Electronics,23.98
P01725,M0174,Toys & Kids,52.45
P01726,M0314,Apparel,67.83
P01727,M0065,Beauty,11.63
P01728,M0085,Toys & Kids,22.88
P01729,M0158,Sports & Outdoor,4.76
P01730,M0367,Beauty,67.41
P01731,M0246,Home & Living,157.36
P01732,M0341,Toys & Kids,26.37
P01733,M0100,Electronics,3.62
P01734,M0340,Pet Supplies,42.44
P01735,M0029,Sports & Outdoor,10.87
P01736,M0092,Grocery,13.5
P01737,M0210,Grocery,43.12
P01738,M0021,Sports & Outdoor,30.85
P01739,M0344,Sports & Outdoor,15.81
P01740,M0347,Pet Supplies,13.67
P01741,M0217,Home & Living,27.47
P01742,M0123,Toys & Kids,16.97
P01743,M0040,Toys & Kids,9.04
P01744,M0248,Beauty,18.19
P01745,M0216,Apparel,33.3
P01746,M0304,Pet Supplies,20.9
P01747,M0242,Sports & Outdoor,6.87
P01748,M0052,Electronics,59.75
P01749,M0049,Toys & Kids,2.09
P01750,M0313,Home & Living,16.42
P01751,M0064,Pet Supplies,14.04
P01752,M0376,Home & Living,28.03
P01753,M0043,Toys & Kids,40.67
P01754,M0292,Apparel,67.63
P01755,M0391,Toys & Kids,12.92
P01756,M0177,Toys & Kids,41.59
P01757,M0023,Electronics,29.26
P01758,M0351,Sports & Outdoor,5.26
P01759,M0075,Toys & Kids,135.71
P01760,M0211,Apparel,6.72
P01761,M0394,Sports & Outdoor,35.79
P01762,M0298,Beauty,34.85
P01763,M0019,Grocery,31.44
P01764,M0329,Electronics,15.72
P01765,M0065,Beauty,51.65
P01766,M0300,Home & Living,6.02
P01767,M0249,Grocery,23.12
P01768,M0116,Sports & Outdoor,14.77
P01769,M0170,Home & Living,13.34
P01770,M0048,Pet Supplies,36.08
P01771,M0395,Toys & Kids,64.7
P01772,M0096,Apparel,18.01
P01773,M0124,Beauty,49.53
P01774,M0202,Pet Supplies,25.66
P01775,M0269,Sports & Outdoor,10.99
P01776,M0203,Beauty,19.45
P01777,M0203,Beauty,18.74
P01778,M0234,Grocery,13.11
P01779,M0344,Sports & Outdoor,36.08
P01780,M0159,Sports & Outdoor,30.3
P01781,M0333,Electronics,5.86
P01782,M0315,Electronics,5.55
P01783,M0385,Home & Living,35.95
P01784,M0366,Sports & Outdoor,11.78
P01785,M0320,Grocery,32.2
P01786,M0099,Toys & Kids,49.54
P01787,M0310,Home & Living,7.82
P01788,M0295,Sports & Outdoor,6.89
P01789,M0116,Sports & Outdoor,110.72
P01790,M0272,Home & Living,33.66
P01791,M0102,Electronics,16.82
P01792,M0210,Grocery,10.59
P01793,M0319,Pet Supplies,15.5
P01794,M0076,Beauty,8.4
P01795,M0135,Grocery,54.33
P01796,M0319,Pet Supplies,12.19
P01797,M0182,Electronics,65.64
P01798,M0385,Home & Living,17.11
P01799,M0004,Beauty,9.59
P01800,M0289,Sports & Outdoor,16.72
P01801,M0326,Electronics,2.31
P01802,M0368,Apparel,22.01
P01803,M0063,Apparel,21.05
P01804,M0394,Sports & Outdoor,51.54
P01805,M0157,Electronics,4.49
P01806,M0141,Pet Supplies,69.8
P01807,M0143,Apparel,51.34
P01808,M0256,Electronics,75.7
P01809,M0264,Pet Supplies,23.4
P01810,M0190,Apparel,61.1
P01811,M0029,Sports & Outdoor,6.53
P01812,M0395,Toys & Kids,46.61
P01813,M0089,Grocery,12.26
P01814,M0038,Grocery,5.55
P01815,M0239,Apparel,8.92
P01816,M0165,Beauty,24.65
P01817,M0247,Grocery,11.68
P01818,M0351,Sports & Outdoor,34.41
P01819,M0039,Apparel,4.82
P01820,M0114,Beauty,3.62
P01821,M0207,Grocery,84.36
P01822,M0316,Toys & Kids,55.34
P01823,M0241,Electronics,9.54
P01824,M0154,Apparel,24.47
P01825,M0245,Toys & Kids,61.41
P01826,M0392,Electronics,35.78
P01827,M0193,Sports & Outdoor,28.03
P01828,M0354,Beauty,65.74
P01829,M0312,Toys & Kids,12.71
P01830,M0121,Beauty,25.23
P01831,M0100,Electronics,24.14
P01832,M0309,Apparel,19.19
P01833,M0083,Electronics,17.27
P01834,M0135,Grocery,26.2
P01835,M0095,Pet Supplies,25.3
P01836,M0243,Home & Living,9.55
P01837,M0118,Electronics,50.48
P01838,M0264,Pet Supplies,10.19
P01839,M0374,Apparel,20.16
P01840,M0332,Apparel,18.81
P01841,M0380,Apparel,33.86
P01842,M0010,Home & Living,3.64
P01843,M0183,Beauty,54.7
P01844,M0089,Grocery,13.34
P01845,M0368,Apparel,73.55
P01846,M0285,Beauty,15.95
P01847,M0129,Sports & Outdoor,23.48
P01848,M0226,Apparel,137.33
P01849,M0243,Home & Living,19.11
P01850,M0199,Apparel,74.81
P01851,M0190,Apparel,25.41
P01852,M0023,Electronics,35.65
P01853,M0181,Pet Supplies,26.13
P01854,M0140,Beauty,52.62
P01855,M0328,Home & Living,13.24
P01856,M0347,Pet Supplies,10.12
P01857,M0301,Apparel,13.81
P01858,M0013,Toys & Kids,26.84
P01859,M0337,Pet Supplies,20.11
P01860,M0159,Sports & Outdoor,46.49
P01861,M0167,Apparel,79.38
P01862,M0379,Beauty,10.19
P01863,M0347,Pet Supplies,12.67
P01864,M0021,Sports & Outdoor,6.74
P01865,M0144,Beauty,152.53
P01866,M0300,Home & Living,32.27
P01867,M0216,Apparel,37.78
P01868,M0104,Home & Living,7.34
P01869,M0210,Grocery,24.51
P01870,M0347,Pet Supplies,38.8
P01871,M0090,Grocery,19.54
P01872,M0299,Apparel,64.59
P01873,M0294,Apparel,196.5
P01874,M0355,Pet Supplies,10.46
P01875,M0120,Home & Living,9.78
P01876,M0087,Home & Living,11.13
P01877,M0220,Pet Supplies,104.12
P01878,M0213,Grocery,62.68
P01879,M0164,Beauty,21.72
P01880,M0312,Toys & Kids,25.35
P01881,M0320,Grocery,11.76
P01882,M0099,Toys & Kids,54.65
P01883,M0319,Pet Supplies,17.43
P01884,M0093,Grocery,19.41
P01885,M0164,Beauty,42.43
P01886,M0011,Sports & Outdoor,20.71
P01887,M0137,Sports & Outdoor,19.86
P01888,M0384,Electronics,24.77
P01889,M0178,Electronics,50.19
P01890,M0285,Beauty,107.97
P01891,M0044,Apparel,41.55
P01892,M0255,Toys & Kids,50.55
P01893,M0149,Grocery,20.49
P01894,M0298,Beauty,12.97
P01895,M0372,Toys & Kids,44.19
P01896,M0213,Grocery,28.62
P01897,M0042,Grocery,6.82
P01898,M0191,Toys & Kids,18.26
P01899,M0050,Grocery,22.77
P01900,M0180,Sports & Outdoor,15.5
P01901,M0025,Grocery,93.09
P01902,M0257,Toys & Kids,37.78
P01903,M0125,Grocery,84.42
P01904,M0081,Pet Supplies,31.1
P01905,M0007,Grocery,1056.0
P01906,M0356,Pet Supplies,10.56
P01907,M0335,Beauty,24.8
P01908,M0325,Pet Supplies,24.82
P01909,M0024,Pet Supplies,7.17
P01910,M0140,Beauty,15.1
P01911,M0389,Pet Supplies,18.34
P01912,M0232,Grocery,35.59
P01913,M0052,Electronics,37.16
P01914,M0057,Sports & Outdoor,14.54
P01915,M0106,Grocery,37.41
P01916,M0389,Pet Supplies,20.82
P01917,M0068,Apparel,1.85
P01918,M0362,Pet Supplies,15.86
P01919,M0272,Home & Living,64.79
P01920,M0369,Home & Living,5.4
P01921,M0331,Sports & Outdoor,27.15
P01922,M0133,Home & Living,102.18
P01923,M0332,Apparel,12.37
P01924,M0068,Apparel,24.58
P01925,M0117,Home & Living,7.59
P01926,M0085,Toys & Kids,106.11
P01927,M0054,Beauty,22.76
P01928,M0037,Grocery,25.58
P01929,M0075,Toys & Kids,83.0
P01930,M0049,Toys & Kids,44.49
P01931,M0153,Pet Supplies,11.16
P01932,M0029,Sports & Outdoor,13.7
P01933,M0025,Grocery,38.3
P01934,M0396,Grocery,13.99
P01935,M0036,Home & Living,3.65
P01936,M0030,Beauty,23.38
P01937,M0013,Toys & Kids,6.47
P01938,M0054,Beauty,105.07
P01939,M0212,Toys & Kids,28.76
P01940,M0331,Sports & Outdoor,10.86
P01941,M0294,Apparel,13.08
P01942,M0233,Home & Living,4.48
P01943,M0035,Pet Supplies,9.12
P01944,M0310,Home & Living,61.23
P01945,M0015,Toys & Kids,182.84
P01946,M0253,Electronics,47.17
P01947,M0164,Beauty,22.58
P01948,M0353,Apparel,16.63
P01949,M0124,Beauty,10.37
P01950,M0256,Electronics,156.61
P01951,M0176,Beauty,20.7
P01952,M0209,Apparel,164.69
P01953,M0376,Home & Living,85.98
P01954,M0286,Pet Supplies,5.12
P01955,M0166,Grocery,13.47
P01956,M0179,Pet Supplies,13.43
P01957,M0282,Beauty,22.83
P01958,M0139,Apparel,23.24
P01959,M0068,Apparel,363.8
P01960,M0188,Beauty,9.3
P01961,M0028,Grocery,30.15
P01962,M0068,Apparel,42.73
P01963,M0169,Apparel,24.5
P01964,M0319,Pet Supplies,27.09
P01965,M0313,Home & Living,9.58
P01966,M0105,Grocery,27.0
P01967,M0169,Apparel,38.87
P01968,M0062,Toys & Kids,32.95
P01969,M0303,Home & Living,40.98
P01970,M0099,Toys & Kids,87.47
P01971,M0320,Grocery,57.01
P01972,M0337,Pet Supplies,26.16
P01973,M0276,Beauty,8.55
P01974,M0133,Home & Living,14.3
P01975,M0382,Pet Supplies,20.13
P01976,M0275,Beauty,30.79
P01977,M0259,Electronics,15.95
P01978,M0343,Sports & Outdoor,10.57
P01979,M0353,Apparel,8.42
P01980,M0032,Electronics,5.55
P01981,M0353,Apparel,19.86
P01982,M0307,Apparel,6.54
P01983,M0083,Electronics,9.97
P01984,M0124,Beauty,17.21
P01985,M0302,Grocery,7.37
P01986,M0087,Home & Living,34.53
P01987,M0181,Pet Supplies,47.76
P01988,M0276,Beauty,14.96
P01989,M0261,Grocery,16.55
P01990,M0364,Pet Supplies,39.79
P01991,M0045,Home & Living,12.9
P01992,M0119,Electronics,12.13
P01993,M0394,Sports & Outdoor,72.01
P01994,M0228,Sports & Outdoor,54.37
P01995,M0100,Electronics,42.16
P01996,M0116,Sports & Outdoor,56.43
P01997,M0136,Apparel,4.14
P01998,M0222,Beauty,82.97
P01999,M0114,Beauty,34.91
P02000,M0249,Grocery,60.93
P02001,M0179,Pet Supplies,34.76
P02002,M0245,Toys & Kids,25.64
P02003,M0063,Apparel,19.15
P02004,M0250,Home & Living,34.14
P02005,M0370,Grocery,18.53
P02006,M0055,Beauty,53.58
P02007,M0131,Sports & Outdoor,5.88
P02008,M0278,Grocery,15.07
P02009,M0247,Grocery,154.52
P02010,M0270,Sports & Outdoor,13.96
P02011,M0224,Electronics,19.79
P02012,M0274,Pet Supplies,11.09
P02013,M0244,Toys & Kids,33.19
P02014,M0030,Beauty,12.65
P02015,M0301,Apparel,20.76
P02016,M0179,Pet Supplies,52.67
P02017,M0021,Sports & Outdoor,13.08
P02018,M0164,Beauty,49.89
P02019,M0175,Toys & Kids,51.42
P02020,M0035,Pet Supplies,63.4
P02021,M0399,Apparel,27.84
P02022,M0089,Grocery,453.56
P02023,M0133,Home & Living,63.38
P02024,M0177,Toys & Kids,32.86
P02025,M0334,Grocery,11.15
P02026,M0298,Beauty,22.48
P02027,M0309,Apparel,88.56
P02028,M0095,Pet Supplies,114.27
P02029,M0339,Electronics,92.8
P02030,M0332,Apparel,49.73
P02031,M0186,Beauty,7.92
P02032,M0219,Beauty,38.03
P02033,M0015,Toys & Kids,8.03
P02034,M0305,Sports & Outdoor,6.43
P02035,M0385,Home & Living,30.42
P02036,M0190,Apparel,39.29
P02037,M0217,Home & Living,55.31
P02038,M0200,Pet Supplies,38.38
P02039,M0034,Sports & Outdoor,39.58
P02040,M0248,Beauty,10.11
P02041,M0289,Sports & Outdoor,22.32
P02042,M0372,Toys & Kids,6.32
P02043,M0372,Toys & Kids,4.04
P02044,M0197,Apparel,47.78
P02045,M0384,Electronics,12.46
P02046,M0212,Toys & Kids,53.8
P02047,M0257,Toys & Kids,66.52
P02048,M0241,Electronics,14.05
P02049,M0400,Apparel,41.73
P02050,M0296,Sports & Outdoor,13.53
P02051,M0049,Toys & Kids,4.66
P02052,M0029,Sports & Outdoor,27.41
P02053,M0164,Beauty,16.06
P02054,M0207,Grocery,16.51
P02055,M0268,Apparel,145.16
P02056,M0193,Sports & Outdoor,6.21
P02057,M0206,Apparel,34.63
P02058,M0369,Home & Living,10.02
P02059,M0134,Sports & Outdoor,55.56
P02060,M0198,Home & Living,32.09
P02061,M0223,Toys & Kids,34.52
P02062,M0188,Beauty,10.48
P02063,M0388,Grocery,12.32
P02064,M0385,Home & Living,56.52
P02065,M0206,Apparel,120.75
P02066,M0181,Pet Supplies,37.8
P02067,M0236,Toys & Kids,10.94
P02068,M0073,Beauty,33.28
P02069,M0171,Home & Living,218.05
P02070,M0087,Home & Living,26.9
P02071,M0058,Electronics,91.44
P02072,M0039,Apparel,12.6
P02073,M0235,Beauty,23.62
P02074,M0001,Home & Living,42.85
P02075,M0259,Electronics,35.08
P02076,M0173,Grocery,12.31
P02077,M0147,Home & Living,11.84
P02078,M0308,Sports & Outdoor,59.71
P02079,M0216,Apparel,71.69
P02080,M0294,Apparel,95.67
P02081,M0284,Beauty,124.4
P02082,M0013,Toys & Kids,27.69
P02083,M0087,Home & Living,18.54
P02084,M0228,Sports & Outdoor,82.76
P02085,M0391,Toys & Kids,46.61
P02086,M0062,Toys & Kids,10.13
P02087,M0043,Toys & Kids,9.68
P02088,M0377,Toys & Kids,38.2
P02089,M0387,Home & Living,20.91
P02090,M0067,Pet Supplies,23.96
P02091,M0161,Pet Supplies,64.41
P02092,M0251,Electronics,48.58
P02093,M0079,Sports & Outdoor,81.2
P02094,M0131,Sports & Outdoor,4.31
P02095,M0159,Sports & Outdoor,30.82
P02096,M0257,Toys & Kids,45.84
P02097,M0124,Beauty,6.21
P02098,M0165,Beauty,13.61
P02099,M0116,Sports & Outdoor,11.51
P02100,M0304,Pet Supplies,25.02
P02101,M0062,Toys & Kids,106.17
P02102,M0093,Grocery,151.46
P02103,M0100,Electronics,11.79
P02104,M0363,Electronics,39.41
P02105,M0378,Toys & Kids,40.57
P02106,M0201,Apparel,34.77
P02107,M0063,Apparel,35.13
P02108,M0303,Home & Living,32.25
P02109,M0197,Apparel,112.04
P02110,M0340,Pet Supplies,66.17
P02111,M0144,Beauty,9.45
P02112,M0400,Apparel,50.21
P02113,M0323,Sports & Outdoor,54.77
P02114,M0090,Grocery,32.57
P02115,M0291,Grocery,67.92
P02116,M0115,Sports & Outdoor,29.06
P02117,M0140,Beauty,29.38
P02118,M0101,Grocery,27.36
P02119,M0273,Electronics,3.99
P02120,M0106,Grocery,22.82
P02121,M0256,Electronics,13.44
P02122,M0233,Home & Living,8.43
P02123,M0301,Apparel,89.18
P02124,M0398,Electronics,38.62
P02125,M0004,Beauty,23.88
P02126,M0397,Home & Living,14.76
P02127,M0044,Apparel,32.03
P02128,M0211,Apparel,59.88
P02129,M0137,Sports & Outdoor,11.65
P02130,M0256,Electronics,24.43
P02131,M0289,Sports & Outdoor,53.58
P02132,M0344,Sports & Outdoor,4.3
P02133,M0161,Pet Supplies,23.29
P02134,M0374,Apparel,16.67
P02135,M0129,Sports & Outdoor,21.75
P02136,M0082,Beauty,15.62
P02137,M0152,Apparel,27.77
P02138,M0212,Toys & Kids,138.55
P02139,M0268,Apparel,18.33
P02140,M0334,Grocery,31.9
P02141,M0090,Grocery,147.71
P02142,M0122,Toys & Kids,14.95
P02143,M0376,Home & Living,125.61
P02144,M0176,Beauty,24.65
P02145,M0097,Electronics,121.96
P02146,M0395,Toys & Kids,48.19
P02147,M0180,Sports & Outdoor,32.34
P02148,M0395,Toys & Kids,23.13
P02149,M0368,Apparel,13.99
P02150,M0363,Electronics,26.26
P02151,M0233,Home & Living,55.02
P02152,M0320,Grocery,24.24
P02153,M0385,Home & Living,18.45
P02154,M0108,Toys & Kids,19.58
P02155,M0016,Grocery,59.93
P02156,M0129,Sports & Outdoor,73.9
P02157,M0255,Toys & Kids,13.46
P02158,M0219,Beauty,13.44
P02159,M0033,Home & Living,34.52
P02160,M0225,Toys & Kids,97.01
P02161,M0070,Beauty,68.81
P02162,M0203,Beauty,7.95
P02163,M0231,Beauty,19.34
P02164,M0255,Toys & Kids,10.62
P02165,M0166,Grocery,19.28
P02166,M0164,Beauty,103.96
P02167,M0272,Home & Living,6.82
P02168,M0300,Home & Living,5.71
P02169,M0324,Pet Supplies,11.64
P02170,M0134,Sports & Outdoor,31.77
P02171,M0170,Home & Living,42.89
P02172,M0133,Home & Living,36.37
P02173,M0212,Toys & Kids,70.68
P02174,M0051,Grocery,5.02
P02175,M0173,Grocery,71.49
P02176,M0076,Beauty,18.52
P02177,M0213,Grocery,47.39
P02178,M0341,Toys & Kids,7.46
P02179,M0395,Toys & Kids,24.64
P02180,M0179,Pet Supplies,30.35
P02181,M0023,Electronics,69.42
P02182,M0092,Grocery,5.89
P02183,M0042,Grocery,25.22
P02184,M0304,Pet Supplies,9.24
P02185,M0394,Sports & Outdoor,38.67
P02186,M0222,Beauty,49.38
P02187,M0071,Grocery,78.14
P02188,M0009,Electronics,15.16
P02189,M0391,Toys & Kids,56.51
P02190,M0127,Home & Living,83.5
P02191,M0045,Home & Living,5.59
P02192,M0071,Grocery,42.57
P02193,M0103,Grocery,58.13
P02194,M0263,Apparel,19.44
P02195,M0357,Electronics,8.25
P02196,M0111,Apparel,57.32
P02197,M0275,Beauty,8.33
P02198,M0026,Toys & Kids,20.89
P02199,M0005,Beauty,23.66
P02200,M0022,Apparel,46.71
P02201,M0370,Grocery,13.96
P02202,M0233,Home & Living,13.25
P02203,M0323,Sports & Outdoor,26.82
P02204,M0009,Electronics,60.69
P02205,M0009,Electronics,192.23
P02206,M0340,Pet Supplies,6.32
P02207,M0042,Grocery,32.58
P02208,M0063,Apparel,9.23
P02209,M0208,Pet Supplies,61.37
P02210,M0243,Home & Living,10.54
P02211,M0092,Grocery,13.37
P02212,M0178,Electronics,14.44
P02213,M0270,Sports & Outdoor,22.91
P02214,M0178,Electronics,32.81
P02215,M0154,Apparel,37.91
P02216,M0029,Sports & Outdoor,24.41
P02217,M0181,Pet Supplies,7.41
P02218,M0322,Home & Living,47.23
P02219,M0251,Electronics,23.39
P02220,M0358,Pet Supplies,69.79
P02221,M0051,Grocery,12.98
P02222,M0005,Beauty,5.8
P02223,M0220,Pet Supplies,23.79
P02224,M0072,Electronics,78.76
P02225,M0238,Beauty,28.36
P02226,M0362,Pet Supplies,20.5
P02227,M0135,Grocery,11.21
P02228,M0220,Pet Supplies,119.34
P02229,M0273,Electronics,9.71
P02230,M0061,Pet Supplies,12.77
P02231,M0359,Home & Living,40.98
P02232,M0082,Beauty,4.62
P02233,M0324,Pet Supplies,77.26
P02234,M0264,Pet Supplies,43.02
P02235,M0057,Sports & Outdoor,55.11
P02236,M0290,Beauty,40.54
P02237,M0079,Sports & Outdoor,21.22
P02238,M0240,Toys & Kids,9.42
P02239,M0384,Electronics,21.63
P02240,M0382,Pet Supplies,10.2
P02241,M0349,Electronics,38.0
P02242,M0198,Home & Living,50.71
P02243,M0224,Electronics,92.68
P02244,M0121,Beauty,34.28
P02245,M0369,Home & Living,56.38
P02246,M0191,Toys & Kids,18.78
P02247,M0309,Apparel,15.95
P02248,M0144,Beauty,37.57
P02249,M0297,Grocery,17.33
P02250,M0090,Grocery,31.26
P02251,M0294,Apparel,9.44
P02252,M0019,Grocery,11.1
P02253,M0042,Grocery,43.46
P02254,M0141,Pet Supplies,54.49
P02255,M0193,Sports & Outdoor,10.1
P02256,M0285,Beauty,44.86
P02257,M0144,Beauty,15.19
P02258,M0008,Toys & Kids,24.9
P02259,M0131,Sports & Outdoor,87.82
P02260,M0176,Beauty,50.74
P02261,M0218,Home & Living,50.21
P02262,M0258,Home & Living,136.72
P02263,M0100,Electronics,13.02
P02264,M0245,Toys & Kids,10.1
P02265,M0253,Electronics,12.81
P02266,M0311,Toys & Kids,19.51
P02267,M0209,Apparel,2.95
P02268,M0325,Pet Supplies,20.35
P02269,M0089,Grocery,15.03
P02270,M0285,Beauty,49.67
P02271,M0019,Grocery,33.69
P02272,M0042,Grocery,14.29
P02273,M0346,Apparel,41.72
P02274,M0191,Toys & Kids,47.04
P02275,M0249,Grocery,12.28
P02276,M0242,Sports & Outdoor,15.74
P02277,M0278,Grocery,3.31
